DATE,STATE,CHANNEL,Average Sale,Difference in Sale,GAME
11/21/2015,Maryland,DRUG STORE,432.3296528,-4106.45,Home(2015)-Away(2014)
12/19/2015,Maryland,DRUG STORE,1024.585069,-4759.69,Home(2015)-Away(2014)
10/10/2015,Maryland,GROCERY,1285.702223,5595.9,Home(2015)-Away(2014)
10/31/2015,Maryland,GROCERY,1564.503889,10953.9,Home(2015)-Away(2014)
11/21/2015,Maryland,GROCERY,1232.965304,2298.8,Home(2015)-Away(2014)
12/19/2015,Maryland,GROCERY,1443.03125,-4315.24,Home(2015)-Away(2014)
10/10/2015,Maryland,MASS MERCHANDISER,573.0046334,-2201.57,Home(2015)-Away(2014)
10/31/2015,Maryland,MASS MERCHANDISER,1085.404733,2006.7,Home(2015)-Away(2014)
11/21/2015,Maryland,MASS MERCHANDISER,532.8335334,503.24,Home(2015)-Away(2014)
12/19/2015,Maryland,MASS MERCHANDISER,1067.8135,-8434.31,Home(2015)-Away(2014)
10/10/2015,Maryland,CONVENIENCE STORE,466.2377834,1261.33,Home(2015)-Away(2014)
10/31/2015,Maryland,CONVENIENCE STORE,450.6333333,654.29,Home(2015)-Away(2014)
11/21/2015,Maryland,CONVENIENCE STORE,447.8827667,429.78,Home(2015)-Away(2014)
12/19/2015,Maryland,CONVENIENCE STORE,442.7133667,3118.22,Home(2015)-Away(2014)
10/10/2015,Maryland,DRUG STORE,752.3751786,5480.99,Home(2015)-Away(2014)
10/31/2015,Maryland,DRUG STORE,1653.507937,33118.96,Home(2015)-Away(2014)
11/21/2015,Maryland,DRUG STORE,675.3173215,1383.03,Home(2015)-Away(2014)
12/19/2015,Maryland,DRUG STORE,1509.100853,-14247.89,Home(2015)-Away(2014)
10/10/2015,Maryland,GROCERY,1900.461802,8806.96,Home(2015)-Away(2014)
10/31/2015,Maryland,GROCERY,3410.001931,53180.12,Home(2015)-Away(2014)
11/21/2015,Maryland,GROCERY,1611.129785,1185.28,Home(2015)-Away(2014)
12/19/2015,Maryland,GROCERY,2338.901201,-44806.6,Home(2015)-Away(2014)
10/10/2015,Maryland,MASS MERCHANDISER,1089.807088,-2903.43,Home(2015)-Away(2014)
10/31/2015,Maryland,MASS MERCHANDISER,2507.881156,37855.61,Home(2015)-Away(2014)
11/21/2015,Maryland,MASS MERCHANDISER,983.8824373,-17292.14,Home(2015)-Away(2014)
12/19/2015,Maryland,MASS MERCHANDISER,2376.5394,-87030.19,Home(2015)-Away(2014)
10/10/2015,Maryland,WHOLESALE CLUB,12116.18313,4135.99,Home(2015)-Away(2014)
10/31/2015,Maryland,WHOLESALE CLUB,24898.86188,31684.65,Home(2015)-Away(2014)
11/21/2015,Maryland,WHOLESALE CLUB,9312.76125,-7080.18,Home(2015)-Away(2014)
12/19/2015,Maryland,WHOLESALE CLUB,16166.74625,23114.7,Home(2015)-Away(2014)
10/31/2015,Colorado,CONVENIENCE STORE,339.4345455,789.88,Home(2015)-Away(2014)
11/14/2015,Colorado,CONVENIENCE STORE,318.7740404,4477.6,Home(2015)-Away(2014)
11/28/2015,Colorado,CONVENIENCE STORE,327.2330556,56.37,Home(2015)-Away(2014)
12/12/2015,Colorado,CONVENIENCE STORE,355.8557828,3594.33,Home(2015)-Away(2014)
10/31/2015,Colorado,DRUG STORE,2443.324271,5679.17,Home(2015)-Away(2014)
11/14/2015,Colorado,DRUG STORE,1042.472014,11411.36,Home(2015)-Away(2014)
11/28/2015,Colorado,DRUG STORE,1069.428368,-10949.93,Home(2015)-Away(2014)
12/12/2015,Colorado,DRUG STORE,1528.438854,1978.89,Home(2015)-Away(2014)
10/31/2015,Colorado,GROCERY,6108.444,16210.14,Home(2015)-Away(2014)
11/14/2015,Colorado,GROCERY,2402.880778,21934.42,Home(2015)-Away(2014)
11/28/2015,Colorado,GROCERY,2471.651722,-4989.19,Home(2015)-Away(2014)
12/12/2015,Colorado,GROCERY,3513.919111,-8560.96,Home(2015)-Away(2014)
10/31/2015,Colorado,MASS MERCHANDISER,1916.203713,11356,Home(2015)-Away(2014)
11/14/2015,Colorado,MASS MERCHANDISER,564.250947,3690.75,Home(2015)-Away(2014)
11/28/2015,Colorado,MASS MERCHANDISER,687.6391667,-4745.48,Home(2015)-Away(2014)
12/12/2015,Colorado,MASS MERCHANDISER,1103.132841,-9329.61,Home(2015)-Away(2014)
10/31/2015,Colorado,CONVENIENCE STORE,464.0973572,6892.21,Home(2015)-Away(2014)
11/14/2015,Colorado,CONVENIENCE STORE,485.3227857,2063.45,Home(2015)-Away(2014)
11/28/2015,Colorado,CONVENIENCE STORE,497.9973095,3305.11,Home(2015)-Away(2014)
12/12/2015,Colorado,CONVENIENCE STORE,481.3577381,2188.91,Home(2015)-Away(2014)
10/31/2015,Colorado,DRUG STORE,1536.275556,15197.24,Home(2015)-Away(2014)
11/14/2015,Colorado,DRUG STORE,667.4498333,434.25,Home(2015)-Away(2014)
11/28/2015,Colorado,DRUG STORE,762.8722222,-1139.06,Home(2015)-Away(2014)
12/12/2015,Colorado,DRUG STORE,1183.791111,1654,Home(2015)-Away(2014)
10/31/2015,Colorado,GROCERY,1832.377237,11752.73,Home(2015)-Away(2014)
11/14/2015,Colorado,GROCERY,1292.013334,8436.84,Home(2015)-Away(2014)
11/28/2015,Colorado,GROCERY,1276.453553,14471.37,Home(2015)-Away(2014)
12/12/2015,Colorado,GROCERY,1400.336404,-6689.8,Home(2015)-Away(2014)
10/31/2015,Colorado,MASS MERCHANDISER,1291.876122,26465.42,Home(2015)-Away(2014)
11/14/2015,Colorado,MASS MERCHANDISER,467.7921795,5863.46,Home(2015)-Away(2014)
11/28/2015,Colorado,MASS MERCHANDISER,540.6294231,-7625.14,Home(2015)-Away(2014)
12/12/2015,Colorado,MASS MERCHANDISER,895.9790866,-6505.39,Home(2015)-Away(2014)
10/31/2015,Colorado,CONVENIENCE STORE,345.3210701,26176.84,Home(2015)-Away(2014)
11/14/2015,Colorado,CONVENIENCE STORE,326.3654759,29543.62,Home(2015)-Away(2014)
11/28/2015,Colorado,CONVENIENCE STORE,346.3086032,4775.24,Home(2015)-Away(2014)
12/12/2015,Colorado,CONVENIENCE STORE,354.1337216,17070.88,Home(2015)-Away(2014)
10/31/2015,Colorado,DRUG STORE,2001.205541,117760.41,Home(2015)-Away(2014)
11/14/2015,Colorado,DRUG STORE,788.4753025,32165.66,Home(2015)-Away(2014)
11/28/2015,Colorado,DRUG STORE,985.2766648,-22954.1,Home(2015)-Away(2014)
12/12/2015,Colorado,DRUG STORE,1400.531085,30564.08,Home(2015)-Away(2014)
10/31/2015,Colorado,GROCERY,6315.964357,56341.82,Home(2015)-Away(2014)
11/14/2015,Colorado,GROCERY,2258.016755,90714.04,Home(2015)-Away(2014)
11/28/2015,Colorado,GROCERY,2741.949269,34229.46,Home(2015)-Away(2014)
12/12/2015,Colorado,GROCERY,4247.318568,-5218.46,Home(2015)-Away(2014)
10/31/2015,Colorado,MASS MERCHANDISER,3135.997287,34256.34,Home(2015)-Away(2014)
11/14/2015,Colorado,MASS MERCHANDISER,915.171628,13218.36,Home(2015)-Away(2014)
11/28/2015,Colorado,MASS MERCHANDISER,1190.329903,-8118.13,Home(2015)-Away(2014)
12/12/2015,Colorado,MASS MERCHANDISER,2117.562248,-19083.1,Home(2015)-Away(2014)
10/31/2015,Colorado,CONVENIENCE STORE,494.4342273,12070.97,Home(2015)-Away(2014)
11/14/2015,Colorado,CONVENIENCE STORE,493.2233864,19200.8,Home(2015)-Away(2014)
11/28/2015,Colorado,CONVENIENCE STORE,488.394894,11210.92,Home(2015)-Away(2014)
12/12/2015,Colorado,CONVENIENCE STORE,524.4548182,15735.05,Home(2015)-Away(2014)
10/31/2015,Colorado,DRUG STORE,2040.298855,25959.15,Home(2015)-Away(2014)
11/14/2015,Colorado,DRUG STORE,810.0438542,5293.77,Home(2015)-Away(2014)
11/28/2015,Colorado,DRUG STORE,1016.357292,-2985.3,Home(2015)-Away(2014)
12/12/2015,Colorado,DRUG STORE,1530.023854,10055.39,Home(2015)-Away(2014)
10/31/2015,Colorado,GROCERY,1894.52823,-4370.61,Home(2015)-Away(2014)
11/14/2015,Colorado,GROCERY,1305.942396,2868.67,Home(2015)-Away(2014)
11/28/2015,Colorado,GROCERY,1320.525313,-4160.71,Home(2015)-Away(2014)
12/12/2015,Colorado,GROCERY,1566.480834,-4022.62,Home(2015)-Away(2014)
10/31/2015,Colorado,MASS MERCHANDISER,1270.9844,9424.18,Home(2015)-Away(2014)
11/14/2015,Colorado,MASS MERCHANDISER,429.9836333,6886.95,Home(2015)-Away(2014)
11/28/2015,Colorado,MASS MERCHANDISER,493.9954667,-4934.48,Home(2015)-Away(2014)
12/12/2015,Colorado,MASS MERCHANDISER,844.4815667,-7859.17,Home(2015)-Away(2014)
10/31/2015,Colorado,CONVENIENCE STORE,436.1788509,26576.73,Home(2015)-Away(2014)
11/14/2015,Colorado,CONVENIENCE STORE,417.5541936,21556.78,Home(2015)-Away(2014)
11/28/2015,Colorado,CONVENIENCE STORE,435.0989248,3995.1,Home(2015)-Away(2014)
12/12/2015,Colorado,CONVENIENCE STORE,452.504953,26980.53,Home(2015)-Away(2014)
10/31/2015,Colorado,DRUG STORE,2303.435648,105667.95,Home(2015)-Away(2014)
11/14/2015,Colorado,DRUG STORE,927.6874075,11800.86,Home(2015)-Away(2014)
11/28/2015,Colorado,DRUG STORE,1098.318852,-19548.44,Home(2015)-Away(2014)
12/12/2015,Colorado,DRUG STORE,1602.358667,20878.5,Home(2015)-Away(2014)
10/31/2015,Colorado,GROCERY,3972.877917,33922.54,Home(2015)-Away(2014)
11/14/2015,Colorado,GROCERY,1986.475313,71581.37,Home(2015)-Away(2014)
11/28/2015,Colorado,GROCERY,2248.609438,-8955.45,Home(2015)-Away(2014)
12/12/2015,Colorado,GROCERY,2915.310688,2104.39,Home(2015)-Away(2014)
10/31/2015,Colorado,MASS MERCHANDISER,2208.555187,32692.73,Home(2015)-Away(2014)
11/14/2015,Colorado,MASS MERCHANDISER,724.2849966,6757.68,Home(2015)-Away(2014)
11/28/2015,Colorado,MASS MERCHANDISER,933.0431123,-4802.61,Home(2015)-Away(2014)
12/12/2015,Colorado,MASS MERCHANDISER,1648.945374,-25382.94,Home(2015)-Away(2014)
10/3/2015,Louisiana,CONVENIENCE STORE,387.7924306,8016.34,Home(2015)-Away(2014)
10/10/2015,Louisiana,CONVENIENCE STORE,379.2639931,5597.75,Home(2015)-Away(2014)
11/14/2015,Louisiana,CONVENIENCE STORE,360.3381945,7031.6,Home(2015)-Away(2014)
11/28/2015,Louisiana,CONVENIENCE STORE,320.7276042,2077.51,Home(2015)-Away(2014)
10/3/2015,Louisiana,GROCERY,1834.878,-4268.64,Home(2015)-Away(2014)
10/10/2015,Louisiana,GROCERY,1952.810334,-5708.66,Home(2015)-Away(2014)
11/14/2015,Louisiana,GROCERY,1738.787,-2893.82,Home(2015)-Away(2014)
11/28/2015,Louisiana,GROCERY,1810.522667,-3785.36,Home(2015)-Away(2014)
10/3/2015,Louisiana,MASS MERCHANDISER,517.3312292,-2249.75,Home(2015)-Away(2014)
10/10/2015,Louisiana,MASS MERCHANDISER,528.7691146,1588.25,Home(2015)-Away(2014)
11/14/2015,Louisiana,MASS MERCHANDISER,513.1801042,-4046.28,Home(2015)-Away(2014)
11/28/2015,Louisiana,MASS MERCHANDISER,419.5704167,-5773.96,Home(2015)-Away(2014)
10/3/2015,Louisiana,CONVENIENCE STORE,499.6647603,-7856.09,Home(2015)-Away(2014)
10/10/2015,Louisiana,CONVENIENCE STORE,484.8763095,4858.19,Home(2015)-Away(2014)
11/14/2015,Louisiana,CONVENIENCE STORE,462.7212558,9650.4,Home(2015)-Away(2014)
11/28/2015,Louisiana,CONVENIENCE STORE,453.0872807,-2269.59,Home(2015)-Away(2014)
10/3/2015,Louisiana,GROCERY,976.1172361,-5800.66,Home(2015)-Away(2014)
10/10/2015,Louisiana,GROCERY,1146.103371,-23927.79,Home(2015)-Away(2014)
11/14/2015,Louisiana,GROCERY,1108.155546,35063.27,Home(2015)-Away(2014)
11/28/2015,Louisiana,GROCERY,1107.028588,-6438.79,Home(2015)-Away(2014)
10/3/2015,Louisiana,MASS MERCHANDISER,531.9928698,-27109.39,Home(2015)-Away(2014)
10/10/2015,Louisiana,MASS MERCHANDISER,545.8284063,-3417.84,Home(2015)-Away(2014)
11/14/2015,Louisiana,MASS MERCHANDISER,499.3014679,-7232.53,Home(2015)-Away(2014)
11/28/2015,Louisiana,MASS MERCHANDISER,463.3898825,-21681.33,Home(2015)-Away(2014)
10/3/2015,Louisiana,CONVENIENCE STORE,377.9204815,2863.71,Home(2015)-Away(2014)
10/10/2015,Louisiana,CONVENIENCE STORE,370.7000926,3726.12,Home(2015)-Away(2014)
11/14/2015,Louisiana,CONVENIENCE STORE,343.4677778,2023.34,Home(2015)-Away(2014)
11/28/2015,Louisiana,CONVENIENCE STORE,357.5637346,1972.19,Home(2015)-Away(2014)
10/3/2015,Louisiana,GROCERY,1508.989722,-1930.55,Home(2015)-Away(2014)
10/10/2015,Louisiana,GROCERY,1583.450556,-2975.92,Home(2015)-Away(2014)
11/14/2015,Louisiana,GROCERY,1267.640278,-3582.65,Home(2015)-Away(2014)
11/28/2015,Louisiana,GROCERY,1430.348333,-2522.56,Home(2015)-Away(2014)
10/3/2015,Louisiana,MASS MERCHANDISER,524.5646317,-15993.2,Home(2015)-Away(2014)
10/10/2015,Louisiana,MASS MERCHANDISER,528.7174328,5533.37,Home(2015)-Away(2014)
11/14/2015,Louisiana,MASS MERCHANDISER,492.251664,22.35,Home(2015)-Away(2014)
11/28/2015,Louisiana,MASS MERCHANDISER,457.9392823,-11290.39,Home(2015)-Away(2014)
10/3/2015,Louisiana,CONVENIENCE STORE,425.7733889,1638.91,Home(2015)-Away(2014)
10/10/2015,Louisiana,CONVENIENCE STORE,417.1056111,1055.93,Home(2015)-Away(2014)
11/14/2015,Louisiana,CONVENIENCE STORE,393.3679334,2389,Home(2015)-Away(2014)
11/28/2015,Louisiana,CONVENIENCE STORE,413.5855556,505.82,Home(2015)-Away(2014)
10/3/2015,Louisiana,GROCERY,1145.3275,25.92,Home(2015)-Away(2014)
10/10/2015,Louisiana,GROCERY,1186.597084,-3002.87,Home(2015)-Away(2014)
11/14/2015,Louisiana,GROCERY,1029.499584,-631.13,Home(2015)-Away(2014)
11/28/2015,Louisiana,GROCERY,1132.356667,-2058.38,Home(2015)-Away(2014)
10/3/2015,Louisiana,MASS MERCHANDISER,497.573872,-4592.91,Home(2015)-Away(2014)
10/10/2015,Louisiana,MASS MERCHANDISER,513.7155996,6195.29,Home(2015)-Away(2014)
11/14/2015,Louisiana,MASS MERCHANDISER,488.5830387,331.15,Home(2015)-Away(2014)
11/28/2015,Louisiana,MASS MERCHANDISER,440.6697765,-8155.96,Home(2015)-Away(2014)
10/3/2015,Louisiana,CONVENIENCE STORE,413.7248718,-712.88,Home(2015)-Away(2014)
10/10/2015,Louisiana,CONVENIENCE STORE,415.0626923,4107.12,Home(2015)-Away(2014)
11/14/2015,Louisiana,CONVENIENCE STORE,390.7505342,2273.49,Home(2015)-Away(2014)
11/28/2015,Louisiana,CONVENIENCE STORE,396.1494017,897.8,Home(2015)-Away(2014)
10/3/2015,Louisiana,GROCERY,2093.989334,2196.34,Home(2015)-Away(2014)
10/10/2015,Louisiana,GROCERY,2374.8275,-927.43,Home(2015)-Away(2014)
11/14/2015,Louisiana,GROCERY,1932.840334,2282.84,Home(2015)-Away(2014)
11/28/2015,Louisiana,GROCERY,2144.997334,-3691.54,Home(2015)-Away(2014)
10/3/2015,Louisiana,MASS MERCHANDISER,555.207902,26270.32,Home(2015)-Away(2014)
10/10/2015,Louisiana,MASS MERCHANDISER,578.9235164,50191.78,Home(2015)-Away(2014)
11/14/2015,Louisiana,MASS MERCHANDISER,523.6297026,4318.66,Home(2015)-Away(2014)
11/28/2015,Louisiana,MASS MERCHANDISER,484.3561803,-17146,Home(2015)-Away(2014)
10/10/2015,Alabama,CONVENIENCE STORE,404.0534524,3656.36,Home(2015)-Away(2014)
10/24/2015,Alabama,CONVENIENCE STORE,394.7541667,1041.68,Home(2015)-Away(2014)
11/7/2015,Alabama,CONVENIENCE STORE,356.3961607,2355.99,Home(2015)-Away(2014)
10/10/2015,Alabama,DRUG STORE,355.1462461,4790.97,Home(2015)-Away(2014)
10/24/2015,Alabama,DRUG STORE,387.8382619,2736.36,Home(2015)-Away(2014)
11/7/2015,Alabama,DRUG STORE,387.1873079,6871.28,Home(2015)-Away(2014)
10/10/2015,Alabama,GROCERY,2828.572619,-3160.12,Home(2015)-Away(2014)
10/24/2015,Alabama,GROCERY,3286.189881,-8020.97,Home(2015)-Away(2014)
11/7/2015,Alabama,GROCERY,3040.64,22002.56,Home(2015)-Away(2014)
10/10/2015,Alabama,MASS MERCHANDISER,642.9496174,3417.51,Home(2015)-Away(2014)
10/24/2015,Alabama,MASS MERCHANDISER,709.4321939,282.6,Home(2015)-Away(2014)
11/7/2015,Alabama,MASS MERCHANDISER,551.1087245,6087.76,Home(2015)-Away(2014)
10/10/2015,Alabama,CONVENIENCE STORE,339.1909298,10806.81,Home(2015)-Away(2014)
10/24/2015,Alabama,CONVENIENCE STORE,326.2231003,22352.23,Home(2015)-Away(2014)
11/7/2015,Alabama,CONVENIENCE STORE,287.2049248,-1562.31,Home(2015)-Away(2014)
10/10/2015,Alabama,DRUG STORE,409.8102748,26811.06,Home(2015)-Away(2014)
10/24/2015,Alabama,DRUG STORE,444.9929485,-896.02,Home(2015)-Away(2014)
11/7/2015,Alabama,DRUG STORE,453.4426977,73372.54,Home(2015)-Away(2014)
10/10/2015,Alabama,GROCERY,1529.366586,852.33,Home(2015)-Away(2014)
10/24/2015,Alabama,GROCERY,1807.831184,-27621.73,Home(2015)-Away(2014)
11/7/2015,Alabama,GROCERY,1838.309325,43837.19,Home(2015)-Away(2014)
10/10/2015,Alabama,MASS MERCHANDISER,473.1759461,34070.23,Home(2015)-Away(2014)
10/24/2015,Alabama,MASS MERCHANDISER,524.1584148,-107031.31,Home(2015)-Away(2014)
11/7/2015,Alabama,MASS MERCHANDISER,406.6904628,12510.65,Home(2015)-Away(2014)
10/10/2015,Alabama,CONVENIENCE STORE,445.9466964,-584.34,Home(2015)-Away(2014)
10/24/2015,Alabama,CONVENIENCE STORE,427.520134,698.63,Home(2015)-Away(2014)
11/7/2015,Alabama,CONVENIENCE STORE,388.8172768,-512.33,Home(2015)-Away(2014)
10/10/2015,Alabama,DRUG STORE,642.7345238,1843.19,Home(2015)-Away(2014)
10/24/2015,Alabama,DRUG STORE,669.3585715,-575.12,Home(2015)-Away(2014)
11/7/2015,Alabama,DRUG STORE,673.5604762,3759.96,Home(2015)-Away(2014)
10/10/2015,Alabama,GROCERY,1083.654143,1308.47,Home(2015)-Away(2014)
10/24/2015,Alabama,GROCERY,1190.637143,2863.34,Home(2015)-Away(2014)
11/7/2015,Alabama,GROCERY,1682.877857,5984.35,Home(2015)-Away(2014)
10/10/2015,Alabama,MASS MERCHANDISER,493.631707,9141.99,Home(2015)-Away(2014)
10/24/2015,Alabama,MASS MERCHANDISER,550.0731114,-7507.89,Home(2015)-Away(2014)
11/7/2015,Alabama,MASS MERCHANDISER,438.3510238,-4340.68,Home(2015)-Away(2014)
10/10/2015,Alabama,CONVENIENCE STORE,365.6744493,4569.6,Home(2015)-Away(2014)
10/24/2015,Alabama,CONVENIENCE STORE,356.4235224,8464.46,Home(2015)-Away(2014)
11/7/2015,Alabama,CONVENIENCE STORE,303.6051445,3757.06,Home(2015)-Away(2014)
10/10/2015,Alabama,DRUG STORE,464.4413731,11949.26,Home(2015)-Away(2014)
10/24/2015,Alabama,DRUG STORE,496.8714645,-1525.41,Home(2015)-Away(2014)
11/7/2015,Alabama,DRUG STORE,510.4281623,65014.89,Home(2015)-Away(2014)
10/10/2015,Alabama,GROCERY,1132.300332,8492.52,Home(2015)-Away(2014)
10/24/2015,Alabama,GROCERY,1333.167509,-1638.04,Home(2015)-Away(2014)
11/7/2015,Alabama,GROCERY,1543.531927,-12803.38,Home(2015)-Away(2014)
10/10/2015,Alabama,MASS MERCHANDISER,487.1067973,27921.45,Home(2015)-Away(2014)
10/24/2015,Alabama,MASS MERCHANDISER,549.7433984,-51036.05,Home(2015)-Away(2014)
11/7/2015,Alabama,MASS MERCHANDISER,424.7066634,4277.24,Home(2015)-Away(2014)
10/10/2015,Alabama,CONVENIENCE STORE,371.7683588,10868.89,Home(2015)-Away(2014)
10/24/2015,Alabama,CONVENIENCE STORE,356.9353571,9484.72,Home(2015)-Away(2014)
11/7/2015,Alabama,CONVENIENCE STORE,296.999239,11725.37,Home(2015)-Away(2014)
10/10/2015,Alabama,DRUG STORE,432.1424874,11153.06,Home(2015)-Away(2014)
10/24/2015,Alabama,DRUG STORE,462.4883698,4517.43,Home(2015)-Away(2014)
11/7/2015,Alabama,DRUG STORE,473.263521,47616.09,Home(2015)-Away(2014)
10/10/2015,Alabama,GROCERY,1076.587021,8364.22,Home(2015)-Away(2014)
10/24/2015,Alabama,GROCERY,1267.555633,561.44,Home(2015)-Away(2014)
11/7/2015,Alabama,GROCERY,1523.048817,-7597.68,Home(2015)-Away(2014)
10/10/2015,Alabama,MASS MERCHANDISER,493.7996595,33107.14,Home(2015)-Away(2014)
10/24/2015,Alabama,MASS MERCHANDISER,559.8057994,-24723.75,Home(2015)-Away(2014)
11/7/2015,Alabama,MASS MERCHANDISER,429.8355311,22124.49,Home(2015)-Away(2014)
